published_date,updated_date,commentor,comment,like
2022-11-08T23:13:43Z,2022-11-08T23:13:43Z,철수 김,"전투 한번 안 해본 한국 특수부대가 자부심 부리는 거 진짜 웃기다. 기껏해봐야 영양실조 소말리아 해적선 상대한 여명작전이 고작.
진짜 특수부대에서 특수 임무한, 소위 말하는 빡센 군생활 겪은 사람은 그냥 조용히 지내지",2
2022-11-08T13:42:43Z,2022-11-08T13:42:43Z,국내산양파,야. 이거 잘 찍었다.,0
2022-11-08T12:19:02Z,2022-11-08T12:19:02Z,gamgam,군캉스,2
2022-11-22T04:18:22Z,2022-11-22T04:18:22Z,Cinnamon cat,@gamgam 7사단이 경상도인가?,0
2022-11-20T11:00:30Z,2022-11-20T11:00:30Z,gamgam,@신보경 응 7사단 전역했음,0
2022-11-20T07:14:43Z,2022-11-20T07:14:43Z,신보경,그 성별 등장,0
2022-11-08T05:00:02Z,2022-11-08T05:00:02Z,잘생겼다,"군대 전역했다는 자부심이 있음, 어떤 보직을 맡든 복무일동안 어디 안다치고 버텨냈다는 것에 큰 의미가 있음 
서류에 군필 체크할 수 있다는게 너무 좋음 
개인적으로 많이 편하게 꿀빨아서 군대 얘기할 게 없음",0
2022-11-07T12:04:36Z,2022-11-07T12:04:36Z,정유석,ㅋ  ㅋㄱ 찐따,0
2022-11-07T11:02:39Z,2022-11-07T11:02:39Z,윤센세,군대 얘기로는 찬호형도 이기겠네 ㅋㅋㅋㅋㅋ,0
2022-11-07T08:04:20Z,2022-11-07T08:04:20Z,임마에 표류기,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ잘생겨가지고 저렇게 말하면서 쏘말리아 해적본적있나! 하니까 더웃기넼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
2022-11-07T05:55:27Z,2022-11-07T05:55:27Z,교원돌이,와~ 여기서 703을 듣네ㅎㅎㅎ 마지막 공수훈련하고 헬기 8번 탔던 기억이;;; 천리행군도 처음 시작하고 땅파고 들어가서 AM 모스부호 치고ㅎㅎ 기억이 새록새록~~~~ 신기하다 진짜ㅎㅎ,1
2022-11-07T05:34:49Z,2022-11-07T05:34:49Z,いちばん,담배 필때 얘기해준데 ㅎㅎ,0
2022-11-06T21:08:05Z,2022-11-06T21:08:05Z,OfferTunaTea,뭐니뭐니해도 군대 얘기 한마디도 안 하고 모두의 부러움을 사는 면제자가 끝판왕,0
2022-11-06T16:35:56Z,2022-11-06T16:35:56Z,이용준,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
2022-11-06T11:32:40Z,2022-11-06T11:32:40Z,살찐성인,703 가리산 !!!!!!!! ㅎㅎㅎㅎ,0
2022-11-06T11:08:48Z,2022-11-06T11:08:48Z,알fun한이야기,찬호 형님 언제 UDT 다녀오셨데?,1
2022-11-06T11:02:51Z,2022-11-06T11:02:51Z,SWKB,"어? 703? 굉장히 반갑네요...ㅎㅎㅎㅎㅎ
전 701이고 제 친구가 703이었는데 공수 기수가 제가 1년이 뒤라 술 마실때 엄청 갈굼 당했었죠.
AK 분해결합하고 사격하고 헬기레펠, 헬기강습, 건물작전, 천리행군...에효
휴가 나오면 703 간 친구하고 둘이서 밤새 술마시면서 푸념 많이 했었는데 말이죠.
훈련에 대해 말 해줘도 당시 친구들이 다 뻥친다고 믿어주질 않았었음...ㅎㅎㅎㅎㅎ
제대 후에 70계열 특공대 출신은 제 친구 말고는 본 적이 없는거 같아요.
20계열 특공대 출신 부하직원 하나 봤네요.
추가로,
특공대를 육군이라고 퉁 치면 기분 나쁩니다...ㅎㅎㅎㅎㅎㅎㅎㅎㅎ",0
2022-11-06T09:13:09Z,2022-11-06T09:13:09Z,돈천지,니 어디 나왔는데? 이러는데 UDT 이러니깐 뭔가 임팩트는 없다 ..ㅎㅎ  특전사 나 707이러면 오~~~ 이럴듯,1
2022-11-06T08:48:13Z,2022-11-06T08:48:13Z,칸예 당선,아무리 좋아졌다 해도 ㅈ같긴함ㅋㅋ,0
2022-11-06T04:15:40Z,2022-11-06T04:15:40Z,retro-k,군대는 내가  생활한 곳이 제일 힘든곳....^^,0
2022-11-06T01:35:25Z,2022-11-06T01:35:25Z,lam kom,3:45 역사쌤왈:북한 30븐 컷,0
2022-11-05T14:19:23Z,2022-11-05T14:19:23Z,썩김나무,2:02 우리아빠가 항상 말하는 말과 거의 흡사ㅋㅋ,1
2022-11-05T08:32:53Z,2022-11-05T08:32:53Z,유너니,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
2022-11-04T21:53:10Z,2022-11-04T21:53:10Z,울ᅳ,"우리 에이치 형님이 예비군이 자랑스럽다니 기분이 좋습니다,,,!! 11월15일 예비군 재밌게 다녀오겠습니다",0
2022-11-04T12:52:10Z,2022-11-04T12:52:10Z,이호야,"안정환  앞에서  월드컵 헤딩슛 얘기..
마이클 조단 앞애서  농구 얘기..
유재석  앞에서  인생 얘기
에이젼트 H앞에서 소말리아 얘기 
금지!!🙅‍♂️",0
2022-11-04T06:38:07Z,2022-11-04T06:38:07Z,문지용,넷플리스 드라마 급이네요!^^,1
2022-11-04T00:23:10Z,2022-11-04T00:23:10Z,SEONGJIN CHO,짱박혀서 정훈장교나 하지 왜 나왔냐,0
2022-11-03T06:29:21Z,2022-11-03T06:29:21Z,토마토는 맛있다,"내 나이 30대 중반... 민방위 3년차
20대 초반 중반때 다들 친구들이랑 술자리에서 군부심 내고 그랬는데
나중에 술자리에 들어온 전역한 해병대 친구가 있어서 다들 군대 이야기 암말 못했던ㅋㅋㅋㅋ
그 시절이 아른거리네요ㅋㅋㅋ",0
2022-11-03T05:04:06Z,2022-11-03T05:04:06Z,정인성,예비군 가기 귀찮아하던 차에 이 영상을 보고 반성했네요ㅠ,0
2022-11-02T11:03:47Z,2022-11-02T11:03:47Z,성이름,시발 나 육군만기전역인데 에이치란 만나면 면제라고 할거임 ㅋ,1
2022-11-02T00:49:07Z,2022-11-02T00:49:07Z,유진상,예전에 방위병이 있을때 UDT라고 했는데...ㅋ,0
2022-10-29T11:41:17Z,2022-10-29T11:41:17Z,HeyHyun,남자들 심리를 너무 잘 표현함 ㅋㅋㅋ,1
2022-10-29T09:02:25Z,2022-10-29T09:02:25Z,임기환,에이전트H님 말 억수로 잘하네 ㅋㅋㅋ지기네,1
2022-10-29T02:08:10Z,2022-10-29T02:08:10Z,안세윤,이걸 군대에서 주말에 보네,1
2022-10-28T22:51:10Z,2022-10-28T22:51:10Z,은국 정,703 707 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
2022-10-28T06:30:04Z,2022-10-28T06:30:04Z,LUN,다시 봐도 넘 웃김ㅋㅋㅋㅋㅋㅋㅋ,0
2022-10-26T10:31:26Z,2022-10-26T10:31:59Z,여성경찰관,"어휴 ㅡㅡ 진짜 한심해 보이네요
군대가서 나라돈으로 월급 받으면서 먹여주고 재워주고 입혀주고 의식주 해결 해주는데 나라지키는 영광을 누리게 해줬으면 그걸로 감사하게 생각해야지 남자들 저렇게 군무새 되고 심지어 군복무 가산점 이런 쓸데없는거 주장하는거 보면 참 어이가 없어요.",2
2022-11-20T07:15:20Z,2022-11-20T07:15:20Z,신보경,이건 너무 티난다 어그로 ㄴㄴ,0
2022-11-05T03:49:43Z,2022-11-05T03:49:43Z,Y Chan,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 및췬년ㅋㅋㅋㅋㅋㅋㅋ,1
2022-10-28T07:28:09Z,2022-10-28T07:28:09Z,Overgrown,글만봐도 꼬추냄새가 난다,0
2022-10-28T00:06:31Z,2022-10-28T00:06:31Z,나비,대가리 박살난 이건 뭐지,3
2022-10-26T01:04:42Z,2022-10-26T01:04:42Z,Yh J,내 마 딴건 모르겠고 UDT랑 SSU는 인정해 준다,2
2022-10-24T04:23:01Z,2022-10-24T04:23:01Z,신영호,썰 풀려면 일단 군대는 무조건 잘나와야하네,0
2022-10-23T16:33:57Z,2022-10-23T16:33:57Z,with liketiger,"하루에도 수백번씩 군무새,군캉스,군치원이라고 조롱하는 글을 싸지르는 페미들이 그나마 사람 축에 낄려면, 군인분들 덕에 안전하고 평화로운 생활을 누릴수 있다는걸 알고 감사해야만한다.",1
2022-10-23T08:59:08Z,2022-10-23T08:59:08Z,사단장,전 개인적으로 이편이 재일 재밌네욯ㅎㅎㅎㅎㅎㅎㅎㅎ,1
2022-10-22T10:55:27Z,2022-10-22T10:55:27Z,김종민,"5분07초 삼두 이두 지렸다.
겨드랑이 존나 섹시하네.",1
2022-10-22T05:55:32Z,2022-10-22T05:55:32Z,고래,너덜트=천재,1
2022-10-20T12:53:54Z,2022-10-20T12:53:54Z,Capability Park,소말리아는 진짜 궁금하다 ㅎ,0
2022-10-20T06:29:06Z,2022-10-20T06:29:06Z,ASSA,세상에서 군부심이라는 단어는 우리나라밖에 없을거다,0
2022-10-20T06:28:14Z,2022-10-20T06:28:14Z,ASSA,청춘을 소중한 시간 희생해서 온갖 ㅈ같은 일 겪으면서 군대 다녀왔는데 군부심은 왜 가지면 안된다는건지 이해를 할수가 없다,0
2022-10-20T04:00:12Z,2022-10-20T04:00:12Z,YouTyuB,"0:46 국수를 왜사
이런거 다시보니까 보이네ㅋㅋㅋㅋ 개웃겨",0
2022-10-19T11:40:03Z,2022-10-19T11:40:03Z,Danny L.,그냥 서로 의롭게 나라지키고 멋있게 잘 다녀온걸로 하지 왜 분위기 족쇄자랑이야?,0
2022-10-19T05:54:57Z,2022-10-19T05:54:57Z,샤피TV,"UDT 개쩐다
솔직히 해외 파병 얘기는 ㄹㅇ 들어보기 힘든 이야기 이기도 하고
소말리아 해적 이야기는 함 들어보고 싶네요 ㅋㅋㅋ",0
2022-10-18T18:13:11Z,2022-10-18T18:13:11Z,김범,ㅋㅋㅋ,0
2022-10-18T14:33:17Z,2022-10-18T14:33:17Z,김진환,ㅋㅋㅋㅋㅌ미치겠디 ㅋㅋㅋ,0
2022-10-18T14:07:04Z,2022-10-18T14:07:04Z,교하고 정우성,현실은 그냥 군대 안간애가 제일 부러움 그게 자랑거리임..,0
2022-10-18T04:19:01Z,2022-10-18T04:19:01Z,쓸모없는이야기,특수임무가 뭔데?  군사기밀이야 새꺄~~,0
2022-10-17T15:14:41Z,2022-10-17T15:14:41Z,너는진짜멍청하냐,ㅋㅋ 실제 703특공 나왔습니다… 확실히 빡쌨던곳은 맞음…,0
2022-10-17T10:04:36Z,2022-10-17T10:04:36Z,Primero,"아무것도가아니여... 동원훈련나가면알겠지만 현역병사들보다도 예비군실력이 훨씬더뛰어납니다(예전에조기퇴소증걸고시합하면 날아다니더라...)
그냥훈련받기싫어서그런거뿐이지 예비군이 또하나의 특전사 부대임",0
2022-10-16T16:17:39Z,2022-10-16T16:17:39Z,장췐ᄌ,최영재님이랑 외모로 투탑이네 진심 ㄷㄷㄷ,0
2022-10-16T15:49:18Z,2022-10-16T15:49:18Z,앙팡맨,"육해공군 , 최군 
어디가 좋을까.",0
2022-10-15T11:25:08Z,2022-10-15T11:25:08Z,조기리,"저격수는 ㄹㅇ 개헬보직입니다 시력은  2.0이여야 하고 안경X 적진에 들키수있기에 담배X 체력도 좋아야 하고 오줌,식량,똥,물 다참고 저격을 해야합니다 잘못쏘면는 바로죽습니다 (들켜서 죽음)",0
2022-10-15T07:34:55Z,2022-10-15T07:34:55Z,미카엘,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ번데기 앞에서 주름잡다 걸렸다 ㅋㅋㅋㅋ,0
2022-10-14T14:34:01Z,2022-10-14T14:34:01Z,Mavis,ㅋㅋㅋㅋㅋㅋㅋ 공감되는데 개나소나 다가는군대 특수부대 출신아니면 그냥 찌그러져있는게...ㅋㅋ,0
2022-10-14T01:22:00Z,2022-10-14T01:22:00Z,천재미남왕자본좌사마님,ㅎㅎㅎ 한국놈들 졸라 못생겼어,0
2022-10-14T00:33:33Z,2022-10-14T00:33:33Z,ᄋᄋ,군부심충들 죽어도 부사관재입대는 안하지,0
2022-10-12T22:18:08Z,2022-10-12T22:18:08Z,H Kk,전방 예비대대가 지존 최고다,0
2022-10-10T13:20:19Z,2022-10-10T13:20:19Z,Sanghyun Park,지훈이 썸네일만 보고 바로 좋아요 눌렀다,0
2022-10-10T11:19:35Z,2022-10-10T11:19:35Z,gggᄒᄒᄒ,핵존심 미군들도 이래 할까요,0
2022-10-15T05:30:29Z,2022-10-15T05:30:29Z,가디즈,미국은 육해공 천하의 원수죠 ㅋㅋ,0
2022-10-14T00:27:19Z,2022-10-14T00:27:19Z,ᄋᄋ,미군들도 육군 해군간 농담으로 서로까든데 땅개물개로,0
2022-10-10T08:31:53Z,2022-10-10T08:31:53Z,타락한공머생,술쳐먹는데 뭔 분단국가 타령이여 시발 ㅋㅋㅋ,0
2022-11-26T11:06:41Z,2022-11-26T11:06:41Z,조이콘,전쟁나도 먹는게 술인데 뭔 지랄이여 ㅋㅋ,0
2022-10-09T15:44:46Z,2022-10-09T15:44:46Z,작은별,Udt 간부를 군부심으로 어케이기노,0
2022-10-09T07:59:47Z,2022-10-09T08:00:13Z,가는게축복,"미국만큼 군 혜택도 없는데  부대.   병과 보직을 떠나서     그냥  대갈깍고 입영버스 타고 가는 우리들이 진정한 애국자,   되도 않은 월급에 개처럼부려먹고   치료해준다고해놓고   본인사비로  치료해야하는 자랑스런 한국.  후배님들은 현역가지말고 꼭~   공익이나 산업체로 빠집시다~~",0
2022-10-09T04:31:23Z,2022-10-09T04:31:23Z,피카츄,해적을 누가 봤겠냐고 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ😂,0
2022-10-09T03:57:32Z,2022-10-09T03:57:32Z,bong bong,잘생겼어.. 섹시해.. 든든해.. 다 가져서 행복하실것같아... 😢 부럽다,0
2022-10-09T03:09:30Z,2022-10-09T03:09:30Z,삶 [SARM],ㅋㅋㅋㅋㅋㅋ대본을 에이전트H님꺼 제외하고 3인분만 적었다는게 학계의 전설....,0
2022-10-08T18:45:52Z,2022-10-08T18:45:52Z,안전센터부산119,안힘든건 없는디 군생활 4년반 하고 왔으면서 내앞에서 군대 애기 꺼내지마라 ~ 한 19년했나 ㅋㅋ,1
2022-10-08T12:55:07Z,2022-10-08T12:57:11Z,이영주,고연전싸우는데 서울대등장,1
2022-10-08T07:13:06Z,2022-10-08T07:13:06Z,ejiahFan,"군부심? ㅋㅋㅋ
너(마지막에 온 놈) 
현 우 진 선생님 앞에서 군부심 부려봐..
현 우 진 선생님보다 얼굴도 못 생기고 
현 우 진 선생님보다 대학도 못 나오고..",0
2022-10-08T05:45:55Z,2022-10-08T05:47:28Z,진인 영,"선임 ㅄ인 부대가 젤 힘드러 그놈들이 사회에 사람인척 하고 산다는게  개 소름돋는데
문제는 자기가 ㅄ인지 모를듯 ㅋㅋㅋㅋ 사회에서 윗사 람이란 걸 해본적 없는 
윗사람이 되면 20대 초반이 학교나 영화에서 본 일 찐 따라하는 그 나이에  그런 판단력 가진애들이 있다는게 참",0
2022-10-08T03:48:49Z,2022-10-08T03:48:49Z,야호야,하아암...예비군 안보 시청각교육인줄 ㅋㅋㅋㅋ,0
2022-10-07T16:24:02Z,2022-10-07T16:24:02Z,임성훈ㅣ영상저장소ㅣ공개용,"군부심 부리는 분들 대부분 특: 사회에서 열심히 일해서 돈벌다가 사기맞아서 돈 다잃는것같은
ㅣㅣㅣㅣ 다른종류의 고생은 고생하는 사람이 못나서라고 생각함ㅣㅣㅣㅣ

ㅣㅣㅣㅣ
결론: 자기가 고생한것만 다 고생이고, 경험못한 고생은 고생이아님 ㅋㅋ
ㅣㅣㅣㅣ",0
2022-10-06T22:27:57Z,2022-10-06T22:27:57Z,oklu,모든 군인분들 존경합니다 힘내세요!!!!!!💙,0
2022-10-06T11:42:13Z,2022-10-06T11:42:13Z,내가고라니,마! 이게 k-저격수다!,0
2022-10-05T04:32:25Z,2022-10-05T04:32:25Z,Kevin Kim,야야 다들 고생했다. 싸우지말자 ㅋㅋㅋ,0
2022-10-04T23:23:56Z,2022-10-04T23:23:56Z,J,강제징용국가에서 전국노예자랑 ㅋㅋ,1
2022-10-04T12:09:37Z,2022-10-04T12:09:37Z,최강좀비,자기가 나온 군대가 ㅈ또 힘들어,0
2022-10-04T05:21:56Z,2022-10-04T05:21:56Z,즉당히하자,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 뒤지게 웃기네 진짜 ㅋㅋㅋ,1
2022-10-04T03:38:54Z,2022-10-04T03:38:54Z,이민석,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
2022-10-04T03:23:53Z,2022-10-04T03:23:53Z,낮술러,... 93년도에 전역했는데 2000년대 이후 군대는... 군대가 아니죠,0
2022-10-03T06:47:55Z,2022-10-03T06:47:55Z,이완건,"특전사 & 해병대 : 남다른 경험을 해봤음에 보람을 느낌
특공수색 : 빡쎈 경험에 자부심을 느낌
메이커부대 : 힘들게 했다고 스스로 생각됨에 자부심을 부림
후방사단 : 군대를 나왔다는걸 미필에게 자부심을 부림",0
2022-10-03T06:24:23Z,2022-10-03T06:28:16Z,WannaBe Turgenev,"MSG가 있긴한데,  진짜 703,706,707~~(※.707특임대와 다릅니다)등은 헬기(UH1H,UH60 블랙호크, CH-47 치누크 등)타고 강하하고, 낙하산(특전사,UDT 등의 고공강하나 훈련강도 와는 비교가 안되겠지만요)도 타고,  대적화기라고해서 AK소총으로 사격도 하고 조립도 하지요. 
▷저도 (지인들이 믿지는 않는데)다 경험해 봤구요.

※(제가 알기론)
703,706,707 직할 특공공정연대(706,707은 특공대 해체되고 강습대대로 남은걸로 압니다)의 명칭에서,

앞의 7은 전시 북으로 진격하는 걸로,  뒤의 숫자는 군단으로 알고 있습니다.(cf)예전 부여간첩사건 때인가  출동했던게,  203인가 201 이었던가요?  여기서 숫자 2는 7과 다르게 대테러 신속대응 작전하는걸로 압니다.)☞군시절 들은 얘기라 틀릴 수도 있어요.

ex 1)703은 3군단 특공대(특공공정연대),706은 6군단 특공대,  707은 7군단 특공대. . 
ex 2)707특공대는 사병으로 가는 부대이고,  707특임대는 아시는 대로. . (""707 나왔다"" 숫자만 알고는 뻥이다 라고 생각할 수도, 혼동할 수도 있는  거구요)


☞☞제가 기억하는 바가 조금 틀릴 수도 있어요.제대한지가 오래되서. .",1
2022-10-02T20:21:39Z,2022-10-02T20:21:39Z,쿠레키,군부심 비웃고 뭐 그런 부정적인건지 알았는데 반전이 있었네요ㅋㅋㅋ,0
2022-10-02T11:44:48Z,2022-10-02T11:44:48Z,SH K,전국 노예자랑 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
2022-10-02T04:57:15Z,2022-10-02T04:59:49Z,일동반장,"전역한지 20년 다 되가는데 군대????
면제 받을 수 있으면 면제받은게 최고!!!
 그리고 가게 된다면 사돈의 팔촌 까지 뒤져서
빽을 찾고 최대한 편한곳으로 보직받는게
최고입니다.",2
2022-10-01T11:16:10Z,2022-10-01T11:16:10Z,wjdtlr0406,3:37 ㅗㅜㅑ...,1
2022-09-30T18:57:32Z,2022-09-30T18:57:32Z,rouke,701출신인데 초반 극히 공감가네요ㅋak쏴봣다니까 북한군이었냐며 애들이 놀렸는데 ㅋ,0
2022-09-29T10:35:55Z,2022-09-29T10:35:55Z,가는구먼,702 특공연대 전역한 사람인데 msg없고 다 맞는 말이긴 합니다만... 자랑할건 아니라고 봅니다. 다들 자신의 업무가 가장 힘들고 고달픈게 군생활이거든요,0
2022-09-29T05:31:24Z,2022-09-29T05:31:24Z,Patrick Woo,보험료 할인이 최고네 ㅋㅋㅋ,0
2022-09-27T08:54:18Z,2022-09-27T08:54:18Z,어떤가요,군대 4년반 예비군 2년 ㄷㄷㄷㄷ.... 젊은 시절에는 사회에서 적응할 틈이 없겠네,0
2022-09-27T05:43:10Z,2022-09-27T05:43:10Z,막국수옆차기,MSG 전혀 없이 압도적,0
2022-09-26T07:29:09Z,2022-09-26T07:29:09Z,블루베리썬,러시아나 이라크 사람들은 군부심 없는게 이상하게 울 나라만 군부심이 존나 심하다고 함,0
2022-09-24T19:29:24Z,2022-09-24T19:35:43Z,asdf,이게 공익이랑 면제가 안나오네ㅋㅋㅋㅋㅋㅋㅋㅋ,0
2022-09-24T10:02:59Z,2022-09-24T10:02:59Z,김민성,옛날 군대 지금 군대 차이를 따지면 안됨 남자만 의무복무는 같음,0
2022-09-24T09:22:39Z,2022-09-24T09:23:05Z,조세비,어이~ 느그 쏘말리아 해적 본적 있나 ㅋㅋㅋㅋ,0
2022-09-23T17:25:34Z,2022-09-23T17:25:34Z,Sjak,국수를 왜사 ㅅㅂㅋㅋㅋㅋㅋㅋㅋ,0
2022-09-23T15:01:46Z,2022-09-23T15:01:46Z,이웅,0:45 국수를 왜사 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
2022-09-23T09:55:57Z,2022-09-23T09:55:57Z,QM,0:46 국수를 왜샄ㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅈㄴ자연스럽네,0
2022-09-22T12:29:43Z,2022-09-22T12:29:43Z,오혜미,"이번에 살빼려고 검색을 많이 해봤는데
최상단에 올라와있었던
닥터래시오를 추천합니다
한달좀 안됐는데5kg정도 감량했네요.!",0
2022-09-21T07:24:52Z,2022-09-21T07:24:52Z,정글북,죽인다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
2022-09-20T07:38:10Z,2022-09-20T07:38:10Z,땡구밥그릇,ㅋㅋㅋㅋ누가 더 힘들었냐로 싸우다가도 한 명이 꿀 빨았다 하면 누가 더 꿀빨았냐로 싸우는 게 군대 이야기다ㅋㅋㅋㅋㅋ,0
2022-09-20T02:34:32Z,2022-09-20T02:34:32Z,김췤췍,에땁ㅋㅋㅋㅋ 진짜 쓰는거군,0
2022-09-19T22:04:38Z,2022-09-19T22:04:38Z,김현태,여성할당제...  여자도 입대하자~` 군캉스 가자~~,1
2022-09-19T15:45:44Z,2022-09-25T04:07:42Z,솔바람공원,와 현규님 ㄹㅇ 특공대였네 간지난다 특공!,0
2022-09-18T06:35:22Z,2022-09-18T06:35:22Z,최영빈,군부심이고뭐고 군생활  남산출신이라는한마디로정리됏는데,0
2022-09-17T07:46:46Z,2022-09-17T07:46:46Z,오타니 쇼헤이,와 에이전트H랑 나성범 진짜 똑같이 생겼다,1
2022-09-16T13:51:42Z,2022-09-16T13:51:42Z,짜우,야밤에  순찰돌다 나무위에있는 부엉이때문에 기겁한적있나 ㅋㅋㅋㅋ,0
2022-09-15T04:07:03Z,2022-09-15T04:07:03Z,칠월십칠일,q,0
2022-09-15T02:22:16Z,2022-09-15T02:22:16Z,Footprint,김신조 때문에 생긴게 예비군인데 뭔 개소리를ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
2022-09-14T14:56:02Z,2022-09-14T14:56:02Z,x moonwalker,됐고 입터는 중에 안주 많이 먹은 사람이 승자다,0
2022-09-14T06:16:37Z,2022-09-14T06:16:37Z,이네님,나 진짜 몰입했네 한귀로 듣고 한귀로 흘림,0
2022-09-14T06:12:56Z,2022-09-14T06:12:56Z,flying wings,"솔까 군부심 부릴라면 특공이고 해병이고 특전이고 ssu고 udt고 cct고 sart고, 전현직 hid 랑 이근 패밀리 빼고 전부 아닥해야 됨 ㅋㅋ",1
2022-09-28T09:21:28Z,2022-09-28T09:21:28Z,성이름,그래봤자 군바리,0
2022-09-14T06:19:13Z,2022-09-14T06:19:13Z,flying wings,"아 아덴만, 연평해전 분들도 가능",2
2022-09-12T22:05:34Z,2022-09-12T22:05:34Z,ps i,"군대 다 힘든건 맞는데 특출나게 더 힘들게 다녀온사람들이 있는것도 팩트임. 보직이나 부대의 다름으로인한 훈련강도의 차이뿐만아니라, 야간근무 오지게많은부대, ㅈ같은 중대장, 간부나 선임, 동기있는부대. 훈련 아무리힘들어도 ㅈ같은사람과 같은부대 쓰는거만큼 힘든게 없음",1
